Category,Number of Records,Quantity,Sales,Segment,Ship Mode
Office Supplies,1,2,$19,Consumer,Second Class
Office Supplies,1,2,$19,Consumer,Second Class
Office Supplies,1,2,$19,Consumer,Second Class
Office Supplies,1,2,$21,Consumer,Second Class
Office Supplies,1,2,$21,Consumer,Second Class
Office Supplies,1,2,$23,Consumer,Second Class
Office Supplies,1,2,$23,Consumer,Second Class
Office Supplies,1,2,$24,Consumer,Second Class
Office Supplies,1,2,$25,Consumer,Second Class
Office Supplies,1,2,$27,Consumer,Second Class
Office Supplies,1,2,$29,Consumer,Second Class
Office Supplies,1,2,$30,Consumer,Second Class
Office Supplies,1,2,$30,Consumer,Second Class
Office Supplies,1,2,$32,Consumer,Second Class
Office Supplies,1,2,$32,Consumer,Second Class
Office Supplies,1,2,$33,Consumer,Second Class
Office Supplies,1,2,$34,Consumer,Second Class
Office Supplies,1,2,$34,Consumer,Second Class
Office Supplies,1,2,$34,Consumer,Second Class
Office Supplies,1,2,$35,Consumer,Second Class
Office Supplies,1,2,$36,Consumer,Second Class
Office Supplies,1,2,$37,Consumer,Second Class
Office Supplies,1,2,$38,Consumer,Second Class
Office Supplies,1,2,$38,Consumer,Second Class
Office Supplies,1,2,$40,Consumer,Second Class
Office Supplies,1,2,$46,Consumer,Second Class
Office Supplies,1,2,$47,Consumer,Second Class
Office Supplies,1,2,$47,Consumer,Second Class
Office Supplies,1,2,$50,Consumer,Second Class
Office Supplies,1,2,$53,Consumer,Second Class
Office Supplies,1,2,$56,Consumer,Second Class
Office Supplies,1,2,$60,Consumer,Second Class
Office Supplies,1,2,$62,Consumer,Second Class
Office Supplies,1,2,$62,Consumer,Second Class
Office Supplies,1,2,$62,Consumer,Second Class
Office Supplies,1,2,$65,Consumer,Second Class
Office Supplies,1,2,$66,Consumer,Second Class
Office Supplies,1,2,$70,Consumer,Second Class
Office Supplies,1,2,$71,Consumer,Second Class
Office Supplies,1,2,$76,Consumer,Second Class
Office Supplies,1,2,$78,Consumer,Second Class
Office Supplies,1,2,$80,Consumer,Second Class
Office Supplies,1,2,$84,Consumer,Second Class
Office Supplies,1,2,$87,Consumer,Second Class
Office Supplies,1,2,$93,Consumer,Second Class
Office Supplies,1,2,$98,Consumer,Second Class
Office Supplies,1,2,$98,Consumer,Second Class
Office Supplies,1,2,$103,Consumer,Second Class
Office Supplies,1,2,$110,Consumer,Second Class
Office Supplies,1,2,$111,Consumer,Second Class
Office Supplies,1,2,$114,Consumer,Second Class
Office Supplies,1,2,$118,Consumer,Second Class
Office Supplies,1,2,$120,Consumer,Second Class
Office Supplies,1,2,$147,Consumer,Second Class
Office Supplies,1,2,$191,Consumer,Second Class
Office Supplies,1,2,$221,Consumer,Second Class
Office Supplies,1,2,$243,Consumer,Second Class
Office Supplies,1,2,$277,Consumer,Second Class
Office Supplies,1,2,$330,Consumer,Second Class
Office Supplies,1,2,$330,Consumer,Second Class
Office Supplies,1,2,$352,Consumer,Second Class
Office Supplies,1,2,$424,Consumer,Second Class
Office Supplies,1,2,$488,Consumer,Second Class
Office Supplies,1,3,$2,Consumer,Second Class
Office Supplies,1,3,$3,Consumer,Second Class
Office Supplies,1,3,$4,Consumer,Second Class
Office Supplies,1,3,$4,Consumer,Second Class
Office Supplies,1,3,$4,Consumer,Second Class
Office Supplies,1,3,$5,Consumer,Second Class
Office Supplies,1,3,$5,Consumer,Second Class
Office Supplies,1,3,$5,Consumer,Second Class
Office Supplies,1,3,$5,Consumer,Second Class
Office Supplies,1,3,$5,Consumer,Second Class
Office Supplies,1,3,$7,Consumer,Second Class
Office Supplies,1,3,$7,Consumer,Second Class
Office Supplies,1,3,$7,Consumer,Second Class
Office Supplies,1,3,$7,Consumer,Second Class
Office Supplies,1,3,$7,Consumer,Second Class
Office Supplies,1,3,$7,Consumer,Second Class
Office Supplies,1,3,$8,Consumer,Second Class
Office Supplies,1,3,$8,Consumer,Second Class
Office Supplies,1,3,$8,Consumer,Second Class
Office Supplies,1,3,$9,Consumer,Second Class
Office Supplies,1,3,$9,Consumer,Second Class
Office Supplies,1,3,$9,Consumer,Second Class
Office Supplies,1,3,$9,Consumer,Second Class
Office Supplies,1,3,$9,Consumer,Second Class
Office Supplies,1,3,$9,Consumer,Second Class
Office Supplies,1,3,$10,Consumer,Second Class
Office Supplies,1,3,$10,Consumer,Second Class
Office Supplies,1,3,$10,Consumer,Second Class
Office Supplies,1,3,$10,Consumer,Second Class
Office Supplies,1,3,$10,Consumer,Second Class
Office Supplies,1,3,$10,Consumer,Second Class
Office Supplies,1,3,$11,Consumer,Second Class
Office Supplies,1,3,$11,Consumer,Second Class
Office Supplies,1,3,$11,Consumer,Second Class
Office Supplies,1,3,$11,Consumer,Second Class
Office Supplies,1,3,$12,Consumer,Second Class
Office Supplies,1,3,$12,Consumer,Second Class
Office Supplies,1,3,$13,Consumer,Second Class
Office Supplies,1,3,$13,Consumer,Second Class
Office Supplies,1,3,$13,Consumer,Second Class
Office Supplies,1,3,$14,Consumer,Second Class
Office Supplies,1,3,$14,Consumer,Second Class
Office Supplies,1,3,$14,Consumer,Second Class
Office Supplies,1,3,$14,Consumer,Second Class
Office Supplies,1,3,$14,Consumer,Second Class
Office Supplies,1,3,$15,Consumer,Second Class
Office Supplies,1,3,$15,Consumer,Second Class
Office Supplies,1,3,$15,Consumer,Second Class
Office Supplies,1,3,$16,Consumer,Second Class
Office Supplies,1,3,$16,Consumer,Second Class
Office Supplies,1,3,$16,Consumer,Second Class
Office Supplies,1,3,$16,Consumer,Second Class
Office Supplies,1,3,$16,Consumer,Second Class
Office Supplies,1,3,$16,Consumer,Second Class
Office Supplies,1,3,$16,Consumer,Second Class
Office Supplies,1,3,$17,Consumer,Second Class
Office Supplies,1,3,$17,Consumer,Second Class
Office Supplies,1,3,$17,Consumer,Second Class
Office Supplies,1,3,$18,Consumer,Second Class
Office Supplies,1,3,$18,Consumer,Second Class
Office Supplies,1,3,$18,Consumer,Second Class
Office Supplies,1,3,$18,Consumer,Second Class
Office Supplies,1,3,$18,Consumer,Second Class
Office Supplies,1,3,$18,Consumer,Second Class
Office Supplies,1,3,$18,Consumer,Second Class
Office Supplies,1,3,$18,Consumer,Second Class
Office Supplies,1,3,$19,Consumer,Second Class
Office Supplies,1,3,$19,Consumer,Second Class
Office Supplies,1,3,$19,Consumer,Second Class
Office Supplies,1,3,$19,Consumer,Second Class
Office Supplies,1,3,$19,Consumer,Second Class
Office Supplies,1,3,$19,Consumer,Second Class
Office Supplies,1,3,$19,Consumer,Second Class
Office Supplies,1,3,$19,Consumer,Second Class
Office Supplies,1,3,$22,Consumer,Second Class
Office Supplies,1,3,$22,Consumer,Second Class
Office Supplies,1,3,$23,Consumer,Second Class
Office Supplies,1,3,$23,Consumer,Second Class
Office Supplies,1,3,$24,Consumer,Second Class
Office Supplies,1,3,$26,Consumer,Second Class
Office Supplies,1,3,$28,Consumer,Second Class
Office Supplies,1,3,$29,Consumer,Second Class
Office Supplies,1,3,$29,Consumer,Second Class
Office Supplies,1,3,$29,Consumer,Second Class
Office Supplies,1,3,$30,Consumer,Second Class
Office Supplies,1,3,$30,Consumer,Second Class
Office Supplies,1,3,$30,Consumer,Second Class
Office Supplies,1,3,$31,Consumer,Second Class
Office Supplies,1,3,$34,Consumer,Second Class
Office Supplies,1,3,$34,Consumer,Second Class
Office Supplies,1,3,$34,Consumer,Second Class
Office Supplies,1,3,$36,Consumer,Second Class
Office Supplies,1,3,$36,Consumer,Second Class
Office Supplies,1,3,$37,Consumer,Second Class
Office Supplies,1,3,$37,Consumer,Second Class
Office Supplies,1,3,$38,Consumer,Second Class
Office Supplies,1,3,$39,Consumer,Second Class
Office Supplies,1,3,$40,Consumer,Second Class
Office Supplies,1,3,$41,Consumer,Second Class
Office Supplies,1,3,$43,Consumer,Second Class
Office Supplies,1,3,$44,Consumer,Second Class
Office Supplies,1,3,$44,Consumer,Second Class
Office Supplies,1,3,$46,Consumer,Second Class
Office Supplies,1,3,$47,Consumer,Second Class
Office Supplies,1,3,$48,Consumer,Second Class
Office Supplies,1,3,$52,Consumer,Second Class
Office Supplies,1,3,$53,Consumer,Second Class
Office Supplies,1,3,$54,Consumer,Second Class
Office Supplies,1,3,$54,Consumer,Second Class
Office Supplies,1,3,$57,Consumer,Second Class
Office Supplies,1,3,$58,Consumer,Second Class
Office Supplies,1,3,$60,Consumer,Second Class
Office Supplies,1,3,$60,Consumer,Second Class
Office Supplies,1,3,$61,Consumer,Second Class
Office Supplies,1,3,$66,Consumer,Second Class
Office Supplies,1,3,$68,Consumer,Second Class
Office Supplies,1,3,$71,Consumer,Second Class
Office Supplies,1,3,$74,Consumer,Second Class
Office Supplies,1,3,$74,Consumer,Second Class
Office Supplies,1,3,$82,Consumer,Second Class
Office Supplies,1,3,$85,Consumer,Second Class
Office Supplies,1,3,$93,Consumer,Second Class
Office Supplies,1,3,$96,Consumer,Second Class
Office Supplies,1,3,$98,Consumer,Second Class
Office Supplies,1,3,$100,Consumer,Second Class
Office Supplies,1,3,$123,Consumer,Second Class
Office Supplies,1,3,$124,Consumer,Second Class
Office Supplies,1,3,$132,Consumer,Second Class
Office Supplies,1,3,$139,Consumer,Second Class
Office Supplies,1,3,$147,Consumer,Second Class
Office Supplies,1,3,$153,Consumer,Second Class
Office Supplies,1,3,$158,Consumer,Second Class
Office Supplies,1,3,$162,Consumer,Second Class
Office Supplies,1,3,$165,Consumer,Second Class
Office Supplies,1,3,$166,Consumer,Second Class
Office Supplies,1,3,$181,Consumer,Second Class
Office Supplies,1,3,$187,Consumer,Second Class
Office Supplies,1,3,$195,Consumer,Second Class
Office Supplies,1,3,$222,Consumer,Second Class
Office Supplies,1,3,$236,Consumer,Second Class
Office Supplies,1,3,$241,Consumer,Second Class
Office Supplies,1,3,$243,Consumer,Second Class
Office Supplies,1,3,$269,Consumer,Second Class
Office Supplies,1,3,$273,Consumer,Second Class
Office Supplies,1,3,$273,Consumer,Second Class
Office Supplies,1,3,$286,Consumer,Second Class
Office Supplies,1,3,$333,Consumer,Second Class
Office Supplies,1,3,$341,Consumer,Second Class
Office Supplies,1,3,$372,Consumer,Second Class
Office Supplies,1,3,$436,Consumer,Second Class
Office Supplies,1,3,$465,Consumer,Second Class
Office Supplies,1,3,$500,Consumer,Second Class
Office Supplies,1,3,$872,Consumer,Second Class
Office Supplies,1,3,$902,Consumer,Second Class
Office Supplies,1,3,"$1,090",Consumer,Second Class
Office Supplies,1,4,$3,Consumer,Second Class
Office Supplies,1,4,$5,Consumer,Second Class
Office Supplies,1,4,$5,Consumer,Second Class
Office Supplies,1,4,$8,Consumer,Second Class
Office Supplies,1,4,$8,Consumer,Second Class
Office Supplies,1,4,$11,Consumer,Second Class
Office Supplies,1,4,$11,Consumer,Second Class
Office Supplies,1,4,$11,Consumer,Second Class
Office Supplies,1,4,$11,Consumer,Second Class
Office Supplies,1,4,$12,Consumer,Second Class
Office Supplies,1,4,$12,Consumer,Second Class
Office Supplies,1,4,$12,Consumer,Second Class
Office Supplies,1,4,$12,Consumer,Second Class
Office Supplies,1,4,$12,Consumer,Second Class
Office Supplies,1,4,$13,Consumer,Second Class
Office Supplies,1,4,$14,Consumer,Second Class
Office Supplies,1,4,$14,Consumer,Second Class
Office Supplies,1,4,$14,Consumer,Second Class
Office Supplies,1,4,$15,Consumer,Second Class
Office Supplies,1,4,$16,Consumer,Second Class
Office Supplies,1,4,$16,Consumer,Second Class
Office Supplies,1,4,$16,Consumer,Second Class
Office Supplies,1,4,$17,Consumer,Second Class
Office Supplies,1,4,$17,Consumer,Second Class
Office Supplies,1,4,$17,Consumer,Second Class
Office Supplies,1,4,$18,Consumer,Second Class
Office Supplies,1,4,$18,Consumer,Second Class
Office Supplies,1,4,$19,Consumer,Second Class
Office Supplies,1,4,$20,Consumer,Second Class
Office Supplies,1,4,$20,Consumer,Second Class
Office Supplies,1,4,$21,Consumer,Second Class
Office Supplies,1,4,$22,Consumer,Second Class
Office Supplies,1,4,$23,Consumer,Second Class
Office Supplies,1,4,$23,Consumer,Second Class
Office Supplies,1,4,$24,Consumer,Second Class
Office Supplies,1,4,$24,Consumer,Second Class
Office Supplies,1,4,$25,Consumer,Second Class
Office Supplies,1,4,$26,Consumer,Second Class
Office Supplies,1,4,$26,Consumer,Second Class
Office Supplies,1,4,$26,Consumer,Second Class
Office Supplies,1,4,$32,Consumer,Second Class
Office Supplies,1,4,$34,Consumer,Second Class
Office Supplies,1,4,$36,Consumer,Second Class
Office Supplies,1,4,$36,Consumer,Second Class
Office Supplies,1,4,$37,Consumer,Second Class
Office Supplies,1,4,$40,Consumer,Second Class
Office Supplies,1,4,$49,Consumer,Second Class
Office Supplies,1,4,$51,Consumer,Second Class
Office Supplies,1,4,$54,Consumer,Second Class
Office Supplies,1,4,$55,Consumer,Second Class
Office Supplies,1,4,$59,Consumer,Second Class
Office Supplies,1,4,$77,Consumer,Second Class
Office Supplies,1,4,$79,Consumer,Second Class
Office Supplies,1,4,$80,Consumer,Second Class
Office Supplies,1,4,$81,Consumer,Second Class
Office Supplies,1,4,$88,Consumer,Second Class
Office Supplies,1,4,$91,Consumer,Second Class
Office Supplies,1,4,$94,Consumer,Second Class
Office Supplies,1,4,$97,Consumer,Second Class
Office Supplies,1,4,$99,Consumer,Second Class
Office Supplies,1,4,$121,Consumer,Second Class
Office Supplies,1,4,$124,Consumer,Second Class
Office Supplies,1,4,$130,Consumer,Second Class
Office Supplies,1,4,$131,Consumer,Second Class
Office Supplies,1,4,$196,Consumer,Second Class
Office Supplies,1,4,$212,Consumer,Second Class
Office Supplies,1,4,$244,Consumer,Second Class
Office Supplies,1,4,$259,Consumer,Second Class
Office Supplies,1,4,$275,Consumer,Second Class
Office Supplies,1,4,$505,Consumer,Second Class
Office Supplies,1,4,$705,Consumer,Second Class
Office Supplies,1,4,$720,Consumer,Second Class
Office Supplies,1,4,$721,Consumer,Second Class
Office Supplies,1,4,$726,Consumer,Second Class
Office Supplies,1,4,"$5,444",Consumer,Second Class
Office Supplies,1,5,$2,Consumer,Second Class
Office Supplies,1,5,$5,Consumer,Second Class
Office Supplies,1,5,$7,Consumer,Second Class
Office Supplies,1,5,$9,Consumer,Second Class
Office Supplies,1,5,$11,Consumer,Second Class
Office Supplies,1,5,$12,Consumer,Second Class
Office Supplies,1,5,$13,Consumer,Second Class
Office Supplies,1,5,$15,Consumer,Second Class
Office Supplies,1,5,$15,Consumer,Second Class
Office Supplies,1,5,$16,Consumer,Second Class
Office Supplies,1,5,$16,Consumer,Second Class
Office Supplies,1,5,$16,Consumer,Second Class
Office Supplies,1,5,$18,Consumer,Second Class
Office Supplies,1,5,$19,Consumer,Second Class
Office Supplies,1,5,$19,Consumer,Second Class
Office Supplies,1,5,$20,Consumer,Second Class
Office Supplies,1,5,$22,Consumer,Second Class
Office Supplies,1,5,$22,Consumer,Second Class
Office Supplies,1,5,$23,Consumer,Second Class
Office Supplies,1,5,$24,Consumer,Second Class
Office Supplies,1,5,$25,Consumer,Second Class
Office Supplies,1,5,$25,Consumer,Second Class
Office Supplies,1,5,$26,Consumer,Second Class
Office Supplies,1,5,$26,Consumer,Second Class
Office Supplies,1,5,$26,Consumer,Second Class
Office Supplies,1,5,$26,Consumer,Second Class
Office Supplies,1,5,$26,Consumer,Second Class
Office Supplies,1,5,$27,Consumer,Second Class
Office Supplies,1,5,$28,Consumer,Second Class
Office Supplies,1,5,$28,Consumer,Second Class
Office Supplies,1,5,$29,Consumer,Second Class
Office Supplies,1,5,$30,Consumer,Second Class
Office Supplies,1,5,$32,Consumer,Second Class
Office Supplies,1,5,$34,Consumer,Second Class
Office Supplies,1,5,$35,Consumer,Second Class
Office Supplies,1,5,$40,Consumer,Second Class
Office Supplies,1,5,$41,Consumer,Second Class
Office Supplies,1,5,$42,Consumer,Second Class
Office Supplies,1,5,$42,Consumer,Second Class
Office Supplies,1,5,$44,Consumer,Second Class
Office Supplies,1,5,$45,Consumer,Second Class
Office Supplies,1,5,$46,Consumer,Second Class
Office Supplies,1,5,$47,Consumer,Second Class
Office Supplies,1,5,$48,Consumer,Second Class
Office Supplies,1,5,$49,Consumer,Second Class
Office Supplies,1,5,$52,Consumer,Second Class
Office Supplies,1,5,$61,Consumer,Second Class
Office Supplies,1,5,$73,Consumer,Second Class
Office Supplies,1,5,$81,Consumer,Second Class
Office Supplies,1,5,$81,Consumer,Second Class
Office Supplies,1,5,$84,Consumer,Second Class
Office Supplies,1,5,$92,Consumer,Second Class
Office Supplies,1,5,$95,Consumer,Second Class
Office Supplies,1,5,$95,Consumer,Second Class
Office Supplies,1,5,$118,Consumer,Second Class
Office Supplies,1,5,$141,Consumer,Second Class
Office Supplies,1,5,$155,Consumer,Second Class
Office Supplies,1,5,$158,Consumer,Second Class
Office Supplies,1,5,$159,Consumer,Second Class
Office Supplies,1,5,$181,Consumer,Second Class
Office Supplies,1,5,$205,Consumer,Second Class
Office Supplies,1,5,$215,Consumer,Second Class
Office Supplies,1,5,$220,Consumer,Second Class
Office Supplies,1,5,$232,Consumer,Second Class
Office Supplies,1,5,$239,Consumer,Second Class
Office Supplies,1,5,$245,Consumer,Second Class
Office Supplies,1,5,$260,Consumer,Second Class
Office Supplies,1,5,$295,Consumer,Second Class
Office Supplies,1,5,$295,Consumer,Second Class
Office Supplies,1,5,$492,Consumer,Second Class
Office Supplies,1,5,"$8,188",Consumer,Second Class
Office Supplies,1,6,$8,Consumer,Second Class
Office Supplies,1,6,$10,Consumer,Second Class
Office Supplies,1,6,$10,Consumer,Second Class
Office Supplies,1,6,$11,Consumer,Second Class
Office Supplies,1,6,$11,Consumer,Second Class
Office Supplies,1,6,$12,Consumer,Second Class
Office Supplies,1,6,$13,Consumer,Second Class
Office Supplies,1,6,$13,Consumer,Second Class
Office Supplies,1,6,$15,Consumer,Second Class
Office Supplies,1,6,$17,Consumer,Second Class
Office Supplies,1,6,$18,Consumer,Second Class
Office Supplies,1,6,$21,Consumer,Second Class
Office Supplies,1,6,$21,Consumer,Second Class
Office Supplies,1,6,$21,Consumer,Second Class
Office Supplies,1,6,$22,Consumer,Second Class
Office Supplies,1,6,$24,Consumer,Second Class
Office Supplies,1,6,$25,Consumer,Second Class
Office Supplies,1,6,$26,Consumer,Second Class
Office Supplies,1,6,$31,Consumer,Second Class
Office Supplies,1,6,$32,Consumer,Second Class
Office Supplies,1,6,$39,Consumer,Second Class
Office Supplies,1,6,$40,Consumer,Second Class
Office Supplies,1,6,$41,Consumer,Second Class
Office Supplies,1,6,$44,Consumer,Second Class
Office Supplies,1,6,$44,Consumer,Second Class
Office Supplies,1,6,$50,Consumer,Second Class
Office Supplies,1,6,$56,Consumer,Second Class
Office Supplies,1,6,$59,Consumer,Second Class
Office Supplies,1,6,$88,Consumer,Second Class
Office Supplies,1,6,$90,Consumer,Second Class
Office Supplies,1,6,$93,Consumer,Second Class
Office Supplies,1,6,$93,Consumer,Second Class
Office Supplies,1,6,$94,Consumer,Second Class
Office Supplies,1,6,$107,Consumer,Second Class
Office Supplies,1,6,$121,Consumer,Second Class
Office Supplies,1,6,$130,Consumer,Second Class
Office Supplies,1,6,$153,Consumer,Second Class
Office Supplies,1,6,$161,Consumer,Second Class
Office Supplies,1,6,$165,Consumer,Second Class
Office Supplies,1,6,$192,Consumer,Second Class
Office Supplies,1,6,$213,Consumer,Second Class
Office Supplies,1,6,$213,Consumer,Second Class
Office Supplies,1,6,$264,Consumer,Second Class
Office Supplies,1,6,$294,Consumer,Second Class
Office Supplies,1,6,$354,Consumer,Second Class
Office Supplies,1,6,$541,Consumer,Second Class
Office Supplies,1,6,$690,Consumer,Second Class
Office Supplies,1,6,"$1,591",Consumer,Second Class
Office Supplies,1,7,$16,Consumer,Second Class
Office Supplies,1,7,$22,Consumer,Second Class
Office Supplies,1,7,$23,Consumer,Second Class
Office Supplies,1,7,$26,Consumer,Second Class
Office Supplies,1,7,$26,Consumer,Second Class
Office Supplies,1,7,$27,Consumer,Second Class
Office Supplies,1,7,$28,Consumer,Second Class
Office Supplies,1,7,$33,Consumer,Second Class
Office Supplies,1,7,$36,Consumer,Second Class
Office Supplies,1,7,$38,Consumer,Second Class
Office Supplies,1,7,$43,Consumer,Second Class
Office Supplies,1,7,$47,Consumer,Second Class
Office Supplies,1,7,$51,Consumer,Second Class
Office Supplies,1,7,$56,Consumer,Second Class
Office Supplies,1,7,$63,Consumer,Second Class
Office Supplies,1,7,$67,Consumer,Second Class
Office Supplies,1,7,$84,Consumer,Second Class
Office Supplies,1,7,$86,Consumer,Second Class
Office Supplies,1,7,$88,Consumer,Second Class
Office Supplies,1,7,$107,Consumer,Second Class
Office Supplies,1,7,$110,Consumer,Second Class
Office Supplies,1,7,$230,Consumer,Second Class
Office Supplies,1,7,$242,Consumer,Second Class
Office Supplies,1,7,$266,Consumer,Second Class
Office Supplies,1,7,$287,Consumer,Second Class
Office Supplies,1,7,$448,Consumer,Second Class
Office Supplies,1,7,"$1,598",Consumer,Second Class
Office Supplies,1,7,"$4,664",Consumer,Second Class
Office Supplies,1,8,$11,Consumer,Second Class
Office Supplies,1,8,$12,Consumer,Second Class
Office Supplies,1,8,$13,Consumer,Second Class
Office Supplies,1,8,$24,Consumer,Second Class
Office Supplies,1,8,$29,Consumer,Second Class
Office Supplies,1,8,$29,Consumer,Second Class
Office Supplies,1,8,$31,Consumer,Second Class
Office Supplies,1,8,$36,Consumer,Second Class
Office Supplies,1,8,$58,Consumer,Second Class
Office Supplies,1,8,$75,Consumer,Second Class
Office Supplies,1,8,$107,Consumer,Second Class
Office Supplies,1,8,$416,Consumer,Second Class
Office Supplies,1,8,$448,Consumer,Second Class
Office Supplies,1,8,$478,Consumer,Second Class
Office Supplies,1,8,$646,Consumer,Second Class
Office Supplies,1,8,"$2,625",Consumer,Second Class
Office Supplies,1,9,$28,Consumer,Second Class
Office Supplies,1,9,$30,Consumer,Second Class
Office Supplies,1,9,$36,Consumer,Second Class
Office Supplies,1,9,$48,Consumer,Second Class
Office Supplies,1,9,$49,Consumer,Second Class
Office Supplies,1,9,$57,Consumer,Second Class
Office Supplies,1,9,$60,Consumer,Second Class
Office Supplies,1,9,$79,Consumer,Second Class
Office Supplies,1,9,$82,Consumer,Second Class
Office Supplies,1,9,$112,Consumer,Second Class
Office Supplies,1,9,$295,Consumer,Second Class
Office Supplies,1,9,$585,Consumer,Second Class
Office Supplies,1,9,"$1,396",Consumer,Second Class
Office Supplies,1,10,$22,Consumer,Second Class
Office Supplies,1,10,$43,Consumer,Second Class
Office Supplies,1,10,$44,Consumer,Second Class
Office Supplies,1,10,$190,Consumer,Second Class
Office Supplies,1,10,$237,Consumer,Second Class
Office Supplies,1,11,$71,Consumer,Second Class
Office Supplies,1,11,$154,Consumer,Second Class
Office Supplies,1,11,$423,Consumer,Second Class
Office Supplies,1,13,$13,Consumer,Second Class
Office Supplies,1,14,$40,Consumer,Second Class
Office Supplies,1,14,$109,Consumer,Second Class
Office Supplies,1,14,$161,Consumer,Second Class
Office Supplies,1,1,$0,Consumer,Standard Class
Office Supplies,1,1,$1,Consumer,Standard Class
Office Supplies,1,1,$1,Consumer,Standard Class
Office Supplies,1,1,$1,Consumer,Standard Class
Office Supplies,1,1,$1,Consumer,Standard Class
Office Supplies,1,1,$2,Consumer,Standard Class
Office Supplies,1,1,$2,Consumer,Standard Class
Office Supplies,1,1,$2,Consumer,Standard Class
Office Supplies,1,1,$2,Consumer,Standard Class
Office Supplies,1,1,$2,Consumer,Standard Class
Office Supplies,1,1,$2,Consumer,Standard Class
Office Supplies,1,1,$2,Consumer,Standard Class
Office Supplies,1,1,$2,Consumer,Standard Class
Office Supplies,1,1,$2,Consumer,Standard Class
Office Supplies,1,1,$2,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$3,Consumer,Standard Class
Office Supplies,1,1,$4,Consumer,Standard Class
Office Supplies,1,1,$4,Consumer,Standard Class
Office Supplies,1,1,$4,Consumer,Standard Class
Office Supplies,1,1,$4,Consumer,Standard Class
Office Supplies,1,1,$4,Consumer,Standard Class
Office Supplies,1,1,$4,Consumer,Standard Class
Office Supplies,1,1,$4,Consumer,Standard Class
Office Supplies,1,1,$4,Consumer,Standard Class
Office Supplies,1,1,$4,Consumer,Standard Class
Office Supplies,1,1,$4,Consumer,Standard Class
Office Supplies,1,1,$5,Consumer,Standard Class
Office Supplies,1,1,$5,Consumer,Standard Class
Office Supplies,1,1,$5,Consumer,Standard Class
Office Supplies,1,1,$5,Consumer,Standard Class
Office Supplies,1,1,$5,Consumer,Standard Class
Office Supplies,1,1,$5,Consumer,Standard Class
Office Supplies,1,1,$5,Consumer,Standard Class
Office Supplies,1,1,$5,Consumer,Standard Class
Office Supplies,1,1,$5,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$6,Consumer,Standard Class
Office Supplies,1,1,$7,Consumer,Standard Class
Office Supplies,1,1,$7,Consumer,Standard Class
Office Supplies,1,1,$7,Consumer,Standard Class
Office Supplies,1,1,$7,Consumer,Standard Class
Office Supplies,1,1,$8,Consumer,Standard Class
Office Supplies,1,1,$8,Consumer,Standard Class
Office Supplies,1,1,$8,Consumer,Standard Class
Office Supplies,1,1,$8,Consumer,Standard Class
Office Supplies,1,1,$8,Consumer,Standard Class
Office Supplies,1,1,$8,Consumer,Standard Class
Office Supplies,1,1,$8,Consumer,Standard Class
Office Supplies,1,1,$9,Consumer,Standard Class
Office Supplies,1,1,$9,Consumer,Standard Class
Office Supplies,1,1,$9,Consumer,Standard Class
Office Supplies,1,1,$9,Consumer,Standard Class
Office Supplies,1,1,$9,Consumer,Standard Class
Office Supplies,1,1,$9,Consumer,Standard Class
Office Supplies,1,1,$9,Consumer,Standard Class
Office Supplies,1,1,$10,Consumer,Standard Class
Office Supplies,1,1,$10,Consumer,Standard Class
Office Supplies,1,1,$10,Consumer,Standard Class
Office Supplies,1,1,$11,Consumer,Standard Class
Office Supplies,1,1,$11,Consumer,Standard Class
Office Supplies,1,1,$11,Consumer,Standard Class
Office Supplies,1,1,$11,Consumer,Standard Class
Office Supplies,1,1,$11,Consumer,Standard Class
Office Supplies,1,1,$11,Consumer,Standard Class
Office Supplies,1,1,$11,Consumer,Standard Class
Office Supplies,1,1,$12,Consumer,Standard Class
Office Supplies,1,1,$12,Consumer,Standard Class
